SXFP,41867690,1101,5,23844013,22415841,D,122660154,126303031,0,0,0
SXFP,41867691,1101,5,23844013,22415841,D,122660155,126303031,0,0,0
SXFP,41867692,1101,5,23844013,22415841,D,122660156,126303031,0,0,0
SXFP,41867693,1101,5,23844013,22415841,D,122660157,126303031,0,0,0
SXFP,41867694,1101,5,23844013,22415841,D,122660158,126303031,0,0,0
SXFP,41867695,1101,5,23844013,22415841,D,122660159,126303031,0,0,0
SXFP,41867696,1101,5,23844013,22415841,D,122660160,126303031,0,0,0
SXFP,41867697,1101,5,23844013,22415841,D,122660161,126303031,0,0,0
SXFP,41867698,1101,5,23844013,22415841,D,122660162,126303031,0,0,0
SXFP,41867699,1101,5,23844013,22415841,D,122660163,126303031,0,0,0
SXFP,41867700,1101,5,23844013,22415841,D,122660164,126303031,0,0,0
SXFP,41867701,1101,5,23844013,22415841,D,122660165,126303031,0,0,0
SXFP,41867702,1101,5,23844013,22415841,D,122660166,126303031,0,0,0
SXFP,41867703,1101,5,23844013,22415841,D,122660167,126303031,0,0,0
SXFP,41867704,1101,5,23844013,22415841,D,122660168,126303031,0,0,0
SXFP,41867705,1101,5,23844013,22415841,D,122660169,126303031,0,0,0
SXFP,41867706,1101,5,23844013,22415841,D,122660170,126303031,0,0,0
SXFP,41867707,1101,5,23844013,22415841,D,122660171,126303031,0,0,0
SXFP,41867708,1101,5,23844013,22415841,D,122660172,126303031,0,0,0
SXFP,41867709,1101,5,23844013,22415841,D,122660173,126303031,0,0,0
SXFP,41867710,1101,5,23844013,22415841,D,122660174,126303031,0,0,0
SXFP,41867711,1101,5,23844013,22415841,D,122660175,126303031,0,0,0
SXFP,41867712,1101,5,23844013,22415841,D,122660176,126303031,0,0,0
SXFP,41867713,1101,5,23844013,22415841,D,122660177,126303031,0,0,0
SXFP,41867714,1101,5,23844013,22415841,D,122660178,126303031,0,0,0
SXFP,41867715,1101,5,23844013,22415841,D,122660179,126303031,0,0,0
SXFP,41867716,1101,5,23844013,22415841,D,122660180,126303031,0,0,0
SXFP,41867717,1101,5,23844013,22415841,D,122660181,126303031,0,0,0
SXFP,41867718,1101,5,23844013,22415841,D,122660182,126303031,0,0,0
SXFP,41867719,1101,5,23844013,22415841,D,122660183,126303031,0,0,0
SXFP,41867720,1101,5,23844013,22415841,D,122660184,126303031,0,0,0
SXFP,41867721,1101,5,23844013,22415841,D,122660185,126303031,0,0,0
SXFP,41867722,1101,5,23844013,22415841,D,122660186,126303031,0,0,0
SXFP,41867723,1101,5,23844013,22415841,D,122660187,126303031,0,0,0
SXFP,41867724,1101,5,23844013,22415841,D,122660188,126303031,0,0,0
SXFP,41867725,1101,5,23844013,22415841,D,122660189,126303031,0,0,0
SXFP,41867726,1101,5,23844013,22415841,D,122660190,126303031,0,0,0
SXFP,41867727,1101,5,23844013,22415841,D,122660191,126303031,0,0,0
SXFP,41867728,1101,5,23844013,22415841,D,122660192,126303031,0,0,0
SXFP,41867729,1101,5,23844013,22415841,D,122660193,126303031,0,0,0
SXFP,41867730,1101,5,23844013,22415841,D,122660194,126303031,0,0,0
SXFP,41867731,1101,5,23844013,22415841,D,122660195,126303031,0,0,0
SXFP,41867732,1101,5,23844013,22415841,D,122660196,126303031,0,0,0
SXFP,41867733,1101,5,23844013,22415841,D,122660197,126303031,0,0,0
SXFP,41867734,1101,5,23844013,22415841,D,122660198,126303031,0,0,0
SXFP,41867735,1101,5,23844013,22415841,D,122660199,126303031,0,0,0
SXFP,41867736,1101,5,23844013,22415841,D,122660200,126303031,0,0,0
SXFP,41867737,1101,5,23844013,22415841,D,122660201,126303031,0,0,0
SXFP,41867738,1101,5,23844013,22415841,D,122660202,126303031,0,0,0
SXFP,41867739,1101,5,23844013,22415841,D,122660203,126303031,0,0,0
SXFP,41867740,1101,5,23844013,22415841,D,122660204,126303031,0,0,0
SXFP,41867741,1101,5,23844013,22415841,D,122660205,126303031,0,0,0
SXFP,41867742,1101,5,23844013,22415841,D,122660206,126303031,0,0,0
SXFP,41867743,1101,5,23844013,22415841,D,122660207,126303031,0,0,0
SXFP,41867744,1101,5,23844013,22415841,D,122660208,126303031,0,0,0
SXFP,41867745,1101,5,23844013,22415841,D,122660209,126303031,0,0,0
SXFP,41867746,1101,5,23844013,22415841,D,122660210,126303031,0,0,0
SXFP,41867747,1101,5,23844013,22415841,D,122660211,126303031,0,0,0
SXFP,41867748,1101,5,23844013,22415841,D,122660212,126303031,0,0,0
SXFP,41867749,1101,5,23844013,22415841,D,122660213,126303031,0,0,0
SXFP,41867750,1101,5,23844013,22415841,D,122660214,126303031,0,0,0
SXFP,41867751,1101,5,23844013,22415841,D,122660215,126303031,0,0,0
SXFP,41867752,1101,5,23844013,22415841,D,122660216,126303031,0,0,0
SXFP,41867753,1101,5,23844013,22415841,D,122660217,126303031,0,0,0
SXFP,41867754,1101,5,23844013,22415841,D,122660218,126303031,0,0,0
SXFP,41867755,1101,5,23844013,22415841,D,122660219,126303031,0,0,0
SXFP,41867756,1101,5,23844013,22415841,D,122660220,126303031,0,0,0
SXFP,41867757,1101,5,23844013,22415841,D,122660221,126303031,0,0,0
SXFP,41867758,1101,5,23844013,22415841,D,122660222,126303031,0,0,0
SXFP,41867759,1101,5,23844013,22415841,D,122660223,126303031,0,0,0
SXFP,41867760,1101,5,23844013,22415841,D,122660224,126303031,0,0,0
SXFP,41867761,1101,5,23844013,22415841,D,122660225,126303031,0,0,0
SXFP,41867762,1101,5,23844013,22415841,D,122660226,126303031,0,0,0
SXFP,41867763,1101,5,23844013,22415841,D,122660227,126303031,0,0,0
SXFP,41867764,1101,5,23844013,22415841,D,122660228,126303031,0,0,0
SXFP,41867765,1101,5,23844013,22415841,D,122660229,126303031,0,0,0
SXFP,41867766,1101,5,23844013,22415841,D,122660230,126303031,0,0,0
SXFP,41867767,1101,5,23844013,22415841,D,122660231,126303031,0,0,0
SXFP,41867768,1101,5,23844013,22415841,D,122660232,126303031,0,0,0
SXFP,41867769,1101,5,23844013,22415841,D,122660233,126303031,0,0,0
SXFP,41867770,1101,5,23844013,22415841,D,122660234,126303031,0,0,0
SXFP,41867771,1101,5,23844013,22415841,D,122660235,126303031,0,0,0
SXFP,41867772,1101,5,23844013,22415841,D,122660236,126303031,0,0,0
SXFP,41867773,1101,5,23844013,22415841,D,122660237,126303031,0,0,0
SXFP,41867774,1101,5,23844013,22415841,D,122660238,126303031,0,0,0
SXFP,41867775,1101,5,23844013,22415841,D,122660239,126303031,0,0,0
SXFP,41867776,1101,5,23844013,22415841,D,122660240,126303031,0,0,0
SXFP,41867777,1101,5,23844013,22415841,D,122660241,126303031,0,0,0
SXFP,41867778,1101,5,23844013,22415841,D,122660242,126303031,0,0,0
SXFP,41867779,1101,5,23844013,22415841,D,122660243,126303031,0,0,0
SXFP,41867780,1101,5,23844013,22415841,D,122660244,126303031,0,0,0
SXFP,41867781,1101,5,23844013,22415841,D,122660245,126303031,0,0,0
SXFP,41867782,1101,5,23844013,22415841,D,122660246,126303031,0,0,0
SXFP,41867783,1101,5,23844013,22415841,D,122660247,126303031,0,0,0
SXFP,41867784,1101,5,23844013,22415841,D,122660248,126303031,0,0,0
SXFP,41867785,1101,5,23844013,22415841,D,122660249,126303031,0,0,0
SXFP,41867786,1101,5,23844013,22415841,D,122660250,126303031,0,0,0
SXFP,41867787,1101,5,23844013,22415841,D,122660251,126303031,0,0,0
SXFP,41867788,1101,5,23844013,22415841,D,122660252,126303031,0,0,0
SXFP,41867789,1101,5,23844013,22415841,D,122660253,126303031,0,0,0
SXFP,41867790,1101,5,23844013,22415841,D,122660254,126303031,0,0,0
SXFP,41867791,1101,5,23844013,22415841,D,122660255,126303031,0,0,0
SXFP,41867792,1101,5,23844013,22415841,D,122660256,126303031,0,0,0
SXFP,41867793,1101,5,23844013,22415841,D,122660257,126303031,0,0,0
SXFP,41867794,1101,5,23844013,22415841,D,122660258,126303031,0,0,0
SXFP,41867795,1101,5,23844013,22415841,D,122660259,126303031,0,0,0
SXFP,41867796,1101,5,23844013,22415841,D,122660260,126303031,0,0,0
SXFP,41867797,1101,5,23844013,22415841,D,122660261,126303031,0,0,0
SXFP,41867798,1101,5,23844013,22415841,D,122660262,126303031,0,0,0
SXFP,41867799,1101,5,23844013,22415841,D,122660263,126303031,0,0,0
SXFP,41867800,1101,5,23844013,22415841,D,122660264,126303031,0,0,0
SXFP,41867801,1101,5,23844013,22415841,D,122660265,126303031,0,0,0
SXFP,41867802,1101,5,23844013,22415841,D,122660266,126303031,0,0,0
SXFP,41867803,1101,5,23844013,22415841,D,122660267,126303031,0,0,0
SXFP,41867804,1101,5,23844013,22415841,D,122660268,126303031,0,0,0
SXFP,41867804,1101,5,23844013,22415842,D,122660268,126303031,0,0,0
SXFP,41867804,1101,5,23844013,22415843,D,122660268,126303031,0,0,0
SXFP,41867804,1101,5,23844013,22415844,D,122660268,126303031,0,0,0
SXFP,41867804,1101,5,23844013,22415845,D,122660268,126303031,0,0,0
